filepath,speaker_id,sentence_id,dialect_id
datasets\TIMIT\TRAIN\DR4\MRAB1\SX308.WAV,mrab1,sx308,dr4
datasets\TIMIT\TRAIN\DR4\MRAB1\SX38.WAV,mrab1,sx38,dr4
datasets\TIMIT\TRAIN\DR4\MRAB1\SX398.WAV,mrab1,sx398,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SA1.WAV,mrfl0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SA2.WAV,mrfl0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SI1156.WAV,mrfl0,si1156,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SI1786.WAV,mrfl0,si1786,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SI526.WAV,mrfl0,si526,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SX166.WAV,mrfl0,sx166,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SX256.WAV,mrfl0,sx256,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SX346.WAV,mrfl0,sx346,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SX436.WAV,mrfl0,sx436,dr4
datasets\TIMIT\TRAIN\DR4\MRFL0\SX76.WAV,mrfl0,sx76,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SA1.WAV,mrgm0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SA2.WAV,mrgm0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SI1162.WAV,mrgm0,si1162,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SI1792.WAV,mrgm0,si1792,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SI532.WAV,mrgm0,si532,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SX172.WAV,mrgm0,sx172,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SX262.WAV,mrgm0,sx262,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SX416.WAV,mrgm0,sx416,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SX442.WAV,mrgm0,sx442,dr4
datasets\TIMIT\TRAIN\DR4\MRGM0\SX82.WAV,mrgm0,sx82,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SA1.WAV,mrsp0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SA2.WAV,mrsp0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SI1429.WAV,mrsp0,si1429,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SI2059.WAV,mrsp0,si2059,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SI799.WAV,mrsp0,si799,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SX169.WAV,mrsp0,sx169,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SX196.WAV,mrsp0,sx196,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SX259.WAV,mrsp0,sx259,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SX439.WAV,mrsp0,sx439,dr4
datasets\TIMIT\TRAIN\DR4\MRSP0\SX79.WAV,mrsp0,sx79,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SA1.WAV,msfh0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SA2.WAV,msfh0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SI1216.WAV,msfh0,si1216,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SI1738.WAV,msfh0,si1738,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SI586.WAV,msfh0,si586,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SX136.WAV,msfh0,sx136,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SX226.WAV,msfh0,sx226,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SX316.WAV,msfh0,sx316,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SX406.WAV,msfh0,sx406,dr4
datasets\TIMIT\TRAIN\DR4\MSFH0\SX46.WAV,msfh0,sx46,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SA1.WAV,msmc0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SA2.WAV,msmc0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SI1907.WAV,msmc0,si1907,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SI509.WAV,msmc0,si509,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SI647.WAV,msmc0,si647,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SX107.WAV,msmc0,sx107,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SX17.WAV,msmc0,sx17,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SX197.WAV,msmc0,sx197,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SX287.WAV,msmc0,sx287,dr4
datasets\TIMIT\TRAIN\DR4\MSMC0\SX377.WAV,msmc0,sx377,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SA1.WAV,msms0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SA2.WAV,msms0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SI1433.WAV,msms0,si1433,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SI2063.WAV,msms0,si2063,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SI803.WAV,msms0,si803,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SX173.WAV,msms0,sx173,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SX263.WAV,msms0,sx263,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SX353.WAV,msms0,sx353,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SX443.WAV,msms0,sx443,dr4
datasets\TIMIT\TRAIN\DR4\MSMS0\SX83.WAV,msms0,sx83,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SA1.WAV,msrg0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SA2.WAV,msrg0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SI1221.WAV,msrg0,si1221,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SI1851.WAV,msrg0,si1851,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SI591.WAV,msrg0,si591,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SX141.WAV,msrg0,sx141,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SX231.WAV,msrg0,sx231,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SX321.WAV,msrg0,sx321,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SX411.WAV,msrg0,sx411,dr4
datasets\TIMIT\TRAIN\DR4\MSRG0\SX51.WAV,msrg0,sx51,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SA1.WAV,mstf0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SA2.WAV,mstf0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SI1396.WAV,mstf0,si1396,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SI766.WAV,mstf0,si766,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SI852.WAV,mstf0,si852,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SX136.WAV,mstf0,sx136,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SX226.WAV,mstf0,sx226,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SX316.WAV,mstf0,sx316,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SX406.WAV,mstf0,sx406,dr4
datasets\TIMIT\TRAIN\DR4\MSTF0\SX46.WAV,mstf0,sx46,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SA1.WAV,mtas0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SA2.WAV,mtas0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SI1385.WAV,mtas0,si1385,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SI2015.WAV,mtas0,si2015,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SI755.WAV,mtas0,si755,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SX125.WAV,mtas0,sx125,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SX215.WAV,mtas0,sx215,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SX305.WAV,mtas0,sx305,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SX35.WAV,mtas0,sx35,dr4
datasets\TIMIT\TRAIN\DR4\MTAS0\SX395.WAV,mtas0,sx395,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SA1.WAV,mtqc0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SA2.WAV,mtqc0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SI1441.WAV,mtqc0,si1441,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SI2071.WAV,mtqc0,si2071,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SI480.WAV,mtqc0,si480,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SX181.WAV,mtqc0,sx181,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SX271.WAV,mtqc0,sx271,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SX361.WAV,mtqc0,sx361,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SX451.WAV,mtqc0,sx451,dr4
datasets\TIMIT\TRAIN\DR4\MTQC0\SX91.WAV,mtqc0,sx91,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SA1.WAV,mtrc0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SA2.WAV,mtrc0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SI1623.WAV,mtrc0,si1623,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SI589.WAV,mtrc0,si589,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SI993.WAV,mtrc0,si993,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SX170.WAV,mtrc0,sx170,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SX183.WAV,mtrc0,sx183,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SX273.WAV,mtrc0,sx273,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SX363.WAV,mtrc0,sx363,dr4
datasets\TIMIT\TRAIN\DR4\MTRC0\SX93.WAV,mtrc0,sx93,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SA1.WAV,mtrt0,sa1,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SA2.WAV,mtrt0,sa2,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SI1227.WAV,mtrt0,si1227,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SI1857.WAV,mtrt0,si1857,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SI597.WAV,mtrt0,si597,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SX147.WAV,mtrt0,sx147,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SX237.WAV,mtrt0,sx237,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SX254.WAV,mtrt0,sx254,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SX417.WAV,mtrt0,sx417,dr4
datasets\TIMIT\TRAIN\DR4\MTRT0\SX57.WAV,mtrt0,sx57,dr4
datasets\TIMIT\TRAIN\DR5\FBJL0\SA1.WAV,fbjl0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SA2.WAV,fbjl0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SI1552.WAV,fbjl0,si1552,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SI2182.WAV,fbjl0,si2182,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SI922.WAV,fbjl0,si922,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SX112.WAV,fbjl0,sx112,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SX202.WAV,fbjl0,sx202,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SX22.WAV,fbjl0,sx22,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SX292.WAV,fbjl0,sx292,dr5
datasets\TIMIT\TRAIN\DR5\FBJL0\SX382.WAV,fbjl0,sx382,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SA1.WAV,fbmh0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SA2.WAV,fbmh0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SI1136.WAV,fbmh0,si1136,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SI1766.WAV,fbmh0,si1766,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SI970.WAV,fbmh0,si970,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SX146.WAV,fbmh0,sx146,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SX236.WAV,fbmh0,sx236,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SX326.WAV,fbmh0,sx326,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SX416.WAV,fbmh0,sx416,dr5
datasets\TIMIT\TRAIN\DR5\FBMH0\SX56.WAV,fbmh0,sx56,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SA1.WAV,fcdr1,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SA2.WAV,fcdr1,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SI1186.WAV,fcdr1,si1186,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SI1816.WAV,fcdr1,si1816,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SI556.WAV,fcdr1,si556,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SX106.WAV,fcdr1,sx106,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SX16.WAV,fcdr1,sx16,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SX196.WAV,fcdr1,sx196,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SX286.WAV,fcdr1,sx286,dr5
datasets\TIMIT\TRAIN\DR5\FCDR1\SX376.WAV,fcdr1,sx376,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SA1.WAV,fdmy0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SA2.WAV,fdmy0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SI1197.WAV,fdmy0,si1197,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SI567.WAV,fdmy0,si567,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SI714.WAV,fdmy0,si714,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SX117.WAV,fdmy0,sx117,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SX207.WAV,fdmy0,sx207,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SX27.WAV,fdmy0,sx27,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SX297.WAV,fdmy0,sx297,dr5
datasets\TIMIT\TRAIN\DR5\FDMY0\SX387.WAV,fdmy0,sx387,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SA1.WAV,fdtd0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SA2.WAV,fdtd0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SI1561.WAV,fdtd0,si1561,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SI2191.WAV,fdtd0,si2191,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SI931.WAV,fdtd0,si931,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SX121.WAV,fdtd0,sx121,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SX211.WAV,fdtd0,sx211,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SX301.WAV,fdtd0,sx301,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SX321.WAV,fdtd0,sx321,dr5
datasets\TIMIT\TRAIN\DR5\FDTD0\SX391.WAV,fdtd0,sx391,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SA1.WAV,fear0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SA2.WAV,fear0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SI1252.WAV,fear0,si1252,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SI1882.WAV,fear0,si1882,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SI622.WAV,fear0,si622,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SX172.WAV,fear0,sx172,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SX262.WAV,fear0,sx262,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SX352.WAV,fear0,sx352,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SX442.WAV,fear0,sx442,dr5
datasets\TIMIT\TRAIN\DR5\FEAR0\SX82.WAV,fear0,sx82,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SA1.WAV,fexm0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SA2.WAV,fexm0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SI1101.WAV,fexm0,si1101,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SI1731.WAV,fexm0,si1731,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SI482.WAV,fexm0,si482,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SX111.WAV,fexm0,sx111,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SX201.WAV,fexm0,sx201,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SX291.WAV,fexm0,sx291,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SX366.WAV,fexm0,sx366,dr5
datasets\TIMIT\TRAIN\DR5\FEXM0\SX381.WAV,fexm0,sx381,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SA1.WAV,fgdp0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SA2.WAV,fgdp0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SI1618.WAV,fgdp0,si1618,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SI2248.WAV,fgdp0,si2248,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SI988.WAV,fgdp0,si988,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SX178.WAV,fgdp0,sx178,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SX268.WAV,fgdp0,sx268,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SX358.WAV,fgdp0,sx358,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SX448.WAV,fgdp0,sx448,dr5
datasets\TIMIT\TRAIN\DR5\FGDP0\SX88.WAV,fgdp0,sx88,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SA1.WAV,fgmb0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SA2.WAV,fgmb0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SI1145.WAV,fgmb0,si1145,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SI1775.WAV,fgmb0,si1775,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SI515.WAV,fgmb0,si515,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SX155.WAV,fgmb0,sx155,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SX245.WAV,fgmb0,sx245,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SX335.WAV,fgmb0,sx335,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SX425.WAV,fgmb0,sx425,dr5
datasets\TIMIT\TRAIN\DR5\FGMB0\SX65.WAV,fgmb0,sx65,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SA1.WAV,fjxm0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SA2.WAV,fjxm0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SI1211.WAV,fjxm0,si1211,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SI1971.WAV,fjxm0,si1971,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SI581.WAV,fjxm0,si581,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SX131.WAV,fjxm0,sx131,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SX221.WAV,fjxm0,sx221,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SX311.WAV,fjxm0,sx311,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SX401.WAV,fjxm0,sx401,dr5
datasets\TIMIT\TRAIN\DR5\FJXM0\SX41.WAV,fjxm0,sx41,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SA1.WAV,fkkh0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SA2.WAV,fkkh0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SI1290.WAV,fkkh0,si1290,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SI1920.WAV,fkkh0,si1920,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SI660.WAV,fkkh0,si660,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SX120.WAV,fkkh0,sx120,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SX210.WAV,fkkh0,sx210,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SX30.WAV,fkkh0,sx30,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SX300.WAV,fkkh0,sx300,dr5
datasets\TIMIT\TRAIN\DR5\FKKH0\SX390.WAV,fkkh0,sx390,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SA1.WAV,flja0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SA2.WAV,flja0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SI1078.WAV,flja0,si1078,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SI1708.WAV,flja0,si1708,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SI2338.WAV,flja0,si2338,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SX178.WAV,flja0,sx178,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SX268.WAV,flja0,sx268,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SX358.WAV,flja0,sx358,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SX448.WAV,flja0,sx448,dr5
datasets\TIMIT\TRAIN\DR5\FLJA0\SX88.WAV,flja0,sx88,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SA1.WAV,fljg0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SA2.WAV,fljg0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SI1611.WAV,fljg0,si1611,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SI2241.WAV,fljg0,si2241,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SI981.WAV,fljg0,si981,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SX171.WAV,fljg0,sx171,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SX261.WAV,fljg0,sx261,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SX351.WAV,fljg0,sx351,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SX441.WAV,fljg0,sx441,dr5
datasets\TIMIT\TRAIN\DR5\FLJG0\SX81.WAV,fljg0,sx81,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SA1.WAV,flmk0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SA2.WAV,flmk0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SI1035.WAV,flmk0,si1035,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SI1229.WAV,flmk0,si1229,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SI2295.WAV,flmk0,si2295,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SX135.WAV,flmk0,sx135,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SX225.WAV,flmk0,sx225,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SX315.WAV,flmk0,sx315,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SX405.WAV,flmk0,sx405,dr5
datasets\TIMIT\TRAIN\DR5\FLMK0\SX45.WAV,flmk0,sx45,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SA1.WAV,flod0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SA2.WAV,flod0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SI1287.WAV,flod0,si1287,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SI1917.WAV,flod0,si1917,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SI657.WAV,flod0,si657,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SX117.WAV,flod0,sx117,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SX171.WAV,flod0,sx171,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SX207.WAV,flod0,sx207,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SX297.WAV,flod0,sx297,dr5
datasets\TIMIT\TRAIN\DR5\FLOD0\SX387.WAV,flod0,sx387,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SA1.WAV,fmpg0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SA2.WAV,fmpg0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SI1602.WAV,fmpg0,si1602,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SI2232.WAV,fmpg0,si2232,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SI972.WAV,fmpg0,si972,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SX162.WAV,fmpg0,sx162,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SX252.WAV,fmpg0,sx252,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SX342.WAV,fmpg0,sx342,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SX432.WAV,fmpg0,sx432,dr5
datasets\TIMIT\TRAIN\DR5\FMPG0\SX72.WAV,fmpg0,sx72,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SA1.WAV,fpmy0,sa1,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SA2.WAV,fpmy0,sa2,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SI1153.WAV,fpmy0,si1153,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SI1783.WAV,fpmy0,si1783,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SI523.WAV,fpmy0,si523,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SX163.WAV,fpmy0,sx163,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SX196.WAV,fpmy0,sx196,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SX253.WAV,fpmy0,sx253,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SX343.WAV,fpmy0,sx343,dr5
datasets\TIMIT\TRAIN\DR5\FPMY0\SX73.WAV,fpmy0,sx73,dr5
datasets\TIMIT\TRAIN\DR5\FSAG0\SA1.WAV,fsag0,sa1,dr5
